id,Machine Failure Pred,Machine Failure Prob
136429,0,0.002224717265137499
136430,0,0.0010989953434034075
136431,0,0.0027089571987350645
136432,0,0.0030878824812226647
136433,0,0.0038624569849849606
136434,0,0.00273338673753596
136435,0,0.0039321627734675655
136436,0,0.005051015200397825
136437,0,0.0010455430134383619
136438,0,0.0012387848967392472
136439,0,0.0025143558014215904
136440,0,0.002206621870806228
136441,0,0.0012283772439395202
136442,0,0.0018886035762974596
136443,0,0.0022097148673061195
136444,0,0.005595412743957702
136445,0,0.0010698074953123342
136446,1,0.9921930062395671
136447,0,0.0024665540411071296
136448,0,0.0019605525831975176
136449,0,0.0056203564162910745
136450,0,0.004123182474037273
136451,0,0.020482827427266516
136452,0,0.02201541737696206
136453,0,0.003978400739584658
136454,0,0.001573126391721113
136455,0,0.0018532619172561223
136456,0,0.007431084160207911
136457,0,0.00657031782431154
136458,0,0.0049247295697207325
136459,0,0.003679631965105553
136460,0,0.002875706370274652
136461,0,0.001248243952683213
136462,0,0.017822656480867963
136463,0,0.0018011219777467205
136464,0,0.0033891988173244156
136465,0,0.001546645330035349
136466,0,0.0019682991465998882
136467,0,0.0012956823885320065
136468,0,0.0028891612154614203
136469,0,0.0013978810829025868
136470,0,0.0028557141292206907
136471,0,0.008956008713677058
136472,0,0.007164663253326832
136473,0,0.0024090565598456765
136474,0,0.0024607577811781517
136475,0,0.003153679865599726
136476,0,0.005521325747765175
136477,0,0.0024736582022316413
136478,0,0.002127333999159075
136479,0,0.0013534720225287455
136480,0,0.006633179538865683
136481,0,0.002393287418500827
136482,0,0.0327540431213945
136483,0,0.0031402390916916707
136484,0,0.001052707242813926
136485,0,0.001462968583402949
136486,0,0.002520432177728355
136487,0,0.0014969556018610626
136488,0,0.004290306562387218
136489,0,0.0011515984522576185
136490,0,0.023661399230139043
136491,0,0.0036248749315268025
136492,0,0.003079241400381358
136493,0,0.0033875289967063246
136494,0,0.0011133405625472546
136495,0,0.0028861391552657497
136496,0,0.004820261207622179
136497,0,0.0021107763762427704
136498,0,0.00998455218287606
136499,0,0.0014248254570577862
136500,0,0.0007067571405698248
136501,0,0.0016171752896524817
136502,0,0.0052790113158958495
136503,0,0.002982114281387515
136504,0,0.0012811573161288742
136505,0,0.0011404270736429065
136506,0,0.0028220760099649835
136507,0,0.0007665434844146815
136508,0,0.0010768901215878568
136509,0,0.003923244445454162
136510,0,0.0016228926422656958
136511,0,0.010369528418695545
136512,0,0.0008962219777324274
136513,0,0.0056852213653626775
136514,0,0.0021170599757607913
136515,0,0.002409268556097124
136516,0,0.0036332057579348924
136517,0,0.0017545590768376614
136518,0,0.0016680303306342759
136519,0,0.002882388538243468
136520,0,0.0019486434569974084
136521,0,0.001858995112738807
136522,0,0.003242167784809399
136523,0,0.0012141071154641845
136524,0,0.0013499085099268114
136525,0,0.004467328309134644
136526,0,0.005834837605252261
136527,0,0.007416072128770402
136528,0,0.0010141302948951719
136529,0,0.006112898097096176
136530,0,0.00303908205329355
136531,0,0.003689198432037128
136532,0,0.0037179598374399324
136533,0,0.002989412177161297
136534,0,0.0005765971074679154
136535,0,0.0028909717339922125
136536,0,0.0023002967652234678
136537,0,0.0009815464823226853
136538,0,0.005844482247684391
136539,0,0.0013415000977970786
136540,0,0.0020262832699113526
136541,0,0.0008464636931885149
136542,0,0.004181762289095348
136543,0,0.00747421787641305
136544,0,0.002286543944247081
136545,0,0.004112404264882741
136546,0,0.0007531239270801575
136547,0,0.0032187235897395755
136548,0,0.0023643443781295546
136549,0,0.002118574767251965
136550,0,0.006538562460988612
136551,0,0.0013660513323705764
136552,0,0.0017065962147373949
136553,0,0.0014490005245374228
136554,0,0.003296206610760529
136555,0,0.014434224849924893
136556,0,0.006419923460222678
136557,0,0.0044714980978357724
136558,0,0.004160842863841898
136559,0,0.002862314883425084
136560,0,0.004848224685965937
136561,0,0.007502219602452822
136562,0,0.0021189179090594203
136563,0,0.002778155476076215
136564,0,0.0015277152516300961
136565,0,0.016178895941847675
136566,0,0.0012734215771099866
136567,0,0.005266879024729049
136568,0,0.003716384972050423
136569,0,0.004170315016537387
136570,0,0.0009432032599298997
136571,0,0.005778490458986081
136572,0,0.003961709236738679
136573,0,0.0016644055839601197
136574,0,0.005852627947700147
136575,0,0.0016291234520523265
136576,0,0.005209014264360817
136577,0,0.004975343739621867
136578,0,0.0015021945648224682
136579,0,0.006717874091549415
136580,0,0.0014460488507478382
136581,0,0.0012599903006492478
136582,0,0.0012269020616728435
136583,0,0.0012905785924874373
136584,0,0.0021109359778934103
136585,0,0.0045125145368770485
136586,0,0.05298883218533884
136587,0,0.0010407373063964125
136588,0,0.00581339435953306
136589,0,0.0027608957267681064
136590,0,0.001649284901688654
