Id,SalePrice
1461,117957.27849907587
1462,147215.449956857
1463,168597.27082588535
1464,181163.83710259525
1465,196802.6380464141
1466,169635.79278998962
1467,176161.75999280537
1468,159263.54434964363
1469,208570.59782476822
1470,109804.81939666088
1471,177032.4445970466
1472,102080.2451415254
1473,94852.37088193989
1474,147450.88148556114
1475,113375.90281654333
1476,354285.7195243552
1477,246999.46083978115
1478,320710.5334342735
1479,305822.21942497906
1480,448630.992749238
1481,306983.8765421673
1482,217944.50022362598
1483,175842.60900133383
1484,162833.3083916833
1485,200445.54986676585
1486,199988.26918706734
1487,319402.6000106232
1488,235760.19592286245
1489,183423.2232783315
1490,249088.25416940634
1491,200955.24538158998
1492,94617.353357162
1493,208187.5503219142
1494,301950.47012526286
1495,283860.7063183663
1496,239277.45608752174
1497,172808.4287157938
1498,154045.42875283456
1499,160070.77479003993
1500,150645.4220011782
1501,191281.97498098837
1502,147547.92050612933
1503,267123.0989728062
1504,240577.63750239206
1505,223106.26140695036
1506,185316.65156031126
1507,248355.53723015462
1508,188025.9151210479
1509,160904.62268806138
1510,140389.4285688554
1511,144666.51847709867
1512,179463.23338943612
1513,165029.1034805564
1514,152132.07322566764
1515,197026.56034335
1516,160510.66661691054
1517,165978.1885849622
1518,123805.16506969606
1519,215176.3117647019
1520,120311.75512785383
1521,120839.14766402153
1522,194666.81405313828
1523,95614.68952846834
1524,119899.7325326463
1525,108861.43835254476
1526,96751.51221130698
1527,98262.9182469525
1528,141899.7408661586
1529,150542.10359591234
1530,212293.29312058457
1531,131496.6444722359
1532,106396.62447018958
1533,156027.2658012193
1534,129552.83742483196
1535,154951.5437526067
1536,99785.13077566499
1537,45969.64905288743
1538,161180.88939639312
1539,209901.84078289152
1540,128308.7588850121
1541,133323.4895278149
1542,145582.44134831056
1543,177392.9869493544
1544,95308.31671781081
1545,127112.7097770553
1546,141083.40228209802
1547,137352.06037939913
1548,145722.54762607458
1549,121388.82979076033
1550,140181.06686838734
1551,119348.73631080304
1552,151479.41863031304
1553,156319.9033279067
1554,121699.63533006996
1555,158712.80575335643
1556,84927.89702827929
1557,93555.20582048988
1558,96114.44185254775
1559,89160.02441987908
1560,127564.90560874318
1561,111780.50913989864
1562,126421.07248167976
1563,118926.7173846582
1564,151715.13276176172
1565,149075.27405071328
1566,244704.1945599606
1567,78486.61530454972
1568,228799.1346091309
1569,112857.27146341155
1570,146524.25224062704
1571,107896.9097420568
1572,141945.1010456566
1573,237727.02924490336
1574,124449.85715180443
1575,238516.64916457
1576,233578.6850236652
1577,179682.00542346245
1578,141430.8072332874
1579,128041.40597483235
1580,193562.78262163984
1581,158653.0445441638
1582,134217.50280326308
1583,273981.6482351769
1584,228887.21251531254
1585,147444.24116143145
1586,44512.568597216145
1587,116503.85223081982
1588,165089.99812475755
1589,110381.27553553932
1590,130203.97084135593
1591,88330.5510836354
1592,116688.37435171596
1593,135205.46617001673
1594,134852.9055169367
1595,118032.03496233895
1596,215531.6303384425
1597,191065.6839375941
1598,214544.18023698963
1599,206130.68389758765
1600,180862.30241739954
1601,40794.81560665257
1602,121782.1961504789
1603,86281.9455975176
1604,295055.84501445893
1605,242845.23585629242
1606,154908.4414551399
1607,162643.57089421395
1608,210972.5518400732
1609,179210.9333865437
1610,151030.86889076652
1611,133037.69615200185
1612,192251.28377479097
1613,164230.89059667138
1614,156007.26081767157
1615,91151.21065261286
1616,70526.23551524358
1617,82743.12408354746
1618,116854.42434404368
1619,154149.95414573155
1620,156810.61766213388
1621,131168.64777637177
1622,141422.9859033693
1623,259481.97931578892
1624,206342.72813218815
1625,111169.61063717448
1626,175182.23672401736
1627,183612.82569046892
1628,284400.97341635916
1629,175873.90576478367
1630,325384.3520948783
1631,212698.48731782346
1632,230637.56460368843
1633,189437.94557666715
1634,186615.40148316236
1635,174745.70925324003
1636,149596.03725757945
1637,186493.61925094255
1638,205249.63504990484
1639,184384.43901129544
1640,247498.09682779294
1641,181635.69817977987
1642,257990.87262571312
1643,224917.58559400067
1644,230481.35690590413
1645,211619.52110421812
1646,160875.61910793005
1647,161412.86419102398
1648,125180.36290974228
1649,129652.93671638446
1650,123197.13810384097
1651,117672.77230695295
1652,105449.58165535273
1653,106734.44673205428
1654,145457.58879019428
1655,135203.00687599392
1656,136406.27541871282
1657,146250.93011247108
1658,144821.01611092204
1659,120268.45154949608
1660,144933.3652289526
1661,412276.502256648
1662,366649.07920388255
1663,376733.165150488
1664,458458.33458062605
1665,336450.91917272133
1666,327143.511793502
1667,365512.0022855803
1668,357991.04215235537
1669,323120.12123321
1670,358358.53851777
1671,261429.5387162972
1672,395779.63703083893
1673,290562.959694552
1674,255005.92489112844
1675,207003.62827245932
1676,204992.73895775148
1677,218679.05582301226
1678,453918.5797843725
1679,376852.3422568033
1680,319009.2271904398
1681,290873.53423007985
1682,325889.16752338526
1683,202299.2332450377
1684,188140.96821159392
1685,182245.79843251093
1686,167626.6064582498
1687,190116.52141399344
1688,191273.7794321722
1689,202653.87971412187
1690,200513.11082750355
1691,192465.47443609862
1692,274777.1163998833
1693,190142.1452898985
1694,180203.74010824767
1695,181091.3492333004
1696,261713.48534374213
1697,186102.907043489
1698,330683.0708286257
1699,309463.11159784225
1700,261795.61640188895
1701,278609.69371118344
1702,248878.35103218158
1703,241447.38849323723
1704,270314.92888345453
1705,259414.63131682572
1706,406120.64809263946
1707,222997.19942998994
1708,204190.8612190995
1709,255516.27074139763
1710,217742.35932370875
1711,276763.514574633
1712,237527.98623466218
1713,273488.6899800079
1714,224032.16156571047
1715,207232.63072142255
1716,186499.72781376532
1717,186177.67823084156
1718,142911.85328974033
1719,230140.22007668493
1720,240186.83285191018
1721,181913.81571959372
1722,134964.35770069074
1723,163077.84787817017
1724,198101.96374233303
1725,232045.6257602418
1726,186444.493721705
1727,143981.4360697907
1728,193494.56172257446
1729,154498.28755336965
1730,169474.09196522768
1731,125643.64307474895
1732,132567.95725571996
1733,109519.96756516528
1734,116534.15534242452
1735,139380.648697977
1736,106685.707807423
1737,289477.6397853807
1738,253739.29054378025
1739,264750.172027403
1740,193806.76903168744
1741,185018.88524401572
1742,171224.33506076888
1743,177074.60328364687
1744,324004.1244267846
1745,224850.1190704282
1746,238665.08940915688
1747,218330.75580959226
1748,234860.0825951933
1749,142245.88266265692
1750,144030.87220063127
1751,240529.74726195537
1752,106713.61000724327
1753,148899.71475429577
1754,206988.89317842163
1755,158712.32552162308
1756,129853.01277427757
1757,113736.94353146086
1758,147005.59097144523
1759,159539.30583928665
1760,159224.98206514423
1761,153940.53255433665
1762,178748.0700058303
1763,195702.24357848626
1764,110335.21540469985
1765,182808.7378903455
